순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,줄거리,장르
822,논스톱 액시던트,2014-06-04,40000,0.0,10,1.0,미국,미국,스크린조이,"운항 중 기장 사망, 위험천만한 비행기 안!
여류 작가의 목숨을 건 비행이 시작된다!

공군 작전 중 착륙 사고로 사망한 남편에 대한 책을 쓴 작가 케이트 팍스는 전국을 순회하는 바쁜 사인회 일정으로 딸과 거리가 멀어진다. 사인회를 마치고 집으로 돌아가는 도중 그녀가 타려던 환승 항공편이 승객을 태우지 않은 채 떠나버리고, 그 비행기를 타려던 육십 명의 승객들과 함께 대체 편에 탑승한다. 한편 예기치 못한 태양의 코로나 활동으로 거대한 홍염이 폭발하여 지상과 상공의 모든 전기 장치들이 고장 난다. 비행기 안에서는 자동 운행으로 전환하던 기장이 전기에 감전되어 사망하고 부기장은 전기 충격으로 정신을 잃고 만다. 비행기에 타고 있던 승객들은 순식간에 패닉 상태에 빠져들고, 불안한 마음에 서로를 테러리스트라고 의심하기에 이른다. 이런 아비규환 속에서 케이트 팍스는 침착하게 남편에게 들었던 비행 지식을 떠올리고 항공사 부사장 제이크와 함께 비행기를 직접 운행하는데..","액션,드라마,어드벤처"
822,로스트리전: 로마군단의 반란,2014-08-21,50000,0.0,10,1.0,캐나다,캐나다,미디어소프트,"황제인 네피스의 존재가 무시될 만큼 로마 제국이 점차 망해갈 무렵, 권력을 잡기 위한 여러 부족 간의 다툼이 치열하다. 한편, 북로마에 있는 사령관 막시무스는 로마의 영광을 되찾기 위해 분투하지만, 이미 전사한 리키메르의 아내이자, 현재 막시무스의 부인이 된 우르비나는 자신의 아들 카시우스를 왕위에 올리기 위해 여러 사람을 이용하여 교묘한 계획을 세운다. 이런 우르비나의 계략으로 로마와 동맹을 맺었던 수에비족의 왕 타라니스 또한 죽음의 위기를 맞게 되고, 그의 아내는 모욕을 당하고 다른 부족에게 넘겨지기까지 한다..",액션
822,맥카닉: 마지막 추격,2014-10-02,100000,0.0,10,1.0,미국,미국,(주)마인스 엔터테인먼트,"이유 있는 그의 추격!!
멈출 수 없는 그의 폭주가 시작된다!

다혈질 폭군으로 강력반에서 유명한 형사 맥카닉(데이빗 모스)
생일을 맞아 기분 좋게 출근 한 어느 날, 원한이 있던 사이먼 윅스(코리 몬테이스)의 출소 소식을 듣고 분노하는 맥카닉. 알 수 없는 그의 맹목적인 추격에 파트너 플로이드는 총격전을 겪게 되고 치명적 부상까지 입게 된다. 범인을 사이먼이라고 증언하는 맥카닉. 사이먼을 향한 그의 분노는 과연 어디서부터 시작이 된 걸까?

사이먼과 맥카닉의 피할 수 없는 대결이 시작된다!!","미스터리,범죄,액션,드라마"
822,스타빙 게임,2014-11-20,100000,0.0,10,1.0,미국,미국,(주)토러스엔터테인먼트,"모두를 구할 게임은 이제부터다!
배고픈 그들을 잠재울 최강 엽기 게임, 스타빙 게임이 시작된다!

굶주린 시민들이 살고 있는 12구역, 이곳에서 샤워할 수 있을 만큼의 큰 상금과 더불어 맛있는(?) 오래된 햄, ‘서브웨이’쿠폰까지 받을 수 있는 절호의 기회는 황당하고 어이없는 ‘스타빙 게임’에서 이겼을 때에만 주어진다. 이 엽기적인 서바이벌 게임에 자신의 동생 ‘페투니아’가 뽑히게 되자 그렇게 할 수 없다며 자진해서 참여하는 ‘카트니스’.

과연 그녀는 이 황당무계한 서바이벌 게임의 승자가 될 수 있을까?","코미디,판타지,액션"
822,일본범죄사 위조의쾌락,2014-12-06,100000,0.0,10,1.0,일본,일본,(주)영진크리에이티브,2차 세계대전.. 열세에 시달린 일본군은 중국의 경제를 무너뜨리기 위해 각지의 인쇄공들을 모아 위조지폐 제작에 열을 올리지만 실패하고 패망후 전범국가로서 수많은 관련자들이 전범에 회부된다. 하지만 그 중 잡히지 않고 살아남은 이들은 배워온 기술을 토대로 위조지폐를 계속 만들어 가고.. 경찰은 베일에 싸인 범인과 치열한 두뇌싸움을 벌인다.,"범죄,드라마,멜로/로맨스"
822,클라우트로포비아: 폐소공포증,2014-12-09,100000,0.0,10,1.0,네덜란드,네덜란드,(주)더블앤조이픽쳐스,아름다운 배우지망생 에바는 새 아파트로 이사 한 기념으로 친구와 클럽에 갔다가 평소 호감을 갖고 있던 아래층 사는 알렉스와 우연히 만나 합석한다. 정신을 차린 에바는 낯선 곳에 수갑이 채워진 자신을 발견하고 납치된 사실을 깨닫는다. 마스크를 쓴 남자가 나타나 에바를 감시하기 시작하고 에바는 점점 공포에 빠져든다. 에바는 탈출을 시도하지만 에바의 탈출 시도는 낯선 이들의 희생만을 불러 온다. 그러면서 에바는 납치범의 실체와 자신을 납치한 이유를 알게 되고 충격에 빠진다. 그것은 한 여자를 향한 한 남자의 치밀한 복수극의 일부였던 것. 과연 에바의 탈출할 수 있을까?,"공포(호러),스릴러"
822,스패로우,2014-09-25,50000,0.0,10,1.0,홍콩,홍콩,모비딕엔터테인먼트(주),"두기봉 감독의 이름과 수백 발의 총알 발레 신을 겹쳐 떠올리는 관객들에게 이 영화는 좀 의아해 보일지도 모른다. 등장인물들은 예의 그 비장한 표정으로 단 한 번도 웃지 않지만 그들이 벌이는 일들은 버스터 키튼의 시퀀스와 닮아 있다. 총 한발 쏘지 않는 두기봉의 영화를 상상하기는 힘들지만 두기봉 영화의 장르적 매혹은 여전하다.
바느질하고 참새를 키우며 흑백 사진 찍기가 취미인 케이는 홍콩의 전설적인 소매치기범이다. 어느 날 케이 일당에게 정체를 알 수 없는 미모의 여인이 접근해 온다. 그녀의 사연과 두 고수의 대결. 두기봉 감독은 어두운 갱스터의 세계에 낭만적인 캐릭터를 등장시켜 때로는 뮤지컬 같고 때로는 코미디 같은 영화를 뽑아냈다. 큰 이야기틀은 어디서 많이 보아온 관습적인 것들로 짜여져 있지만 그것을 풀어가는 시각적 설계와 디테일들은 기묘하고 독창적이다. 매우 극적이고 감각적이며 빠른 매 신들은 두기봉의 전작들에서 익히 보아왔던 스타일이지만 이 영화의 낙관적이고 유머러스한 기운은 같은 스타일조차 다르게 읽히게 한다. 특히 손끝에 살짝 묻어나는 혈흔만으로도 두기봉 영화의 장르적 매혹을 고스란히 재현해낸, 비 오는 밤거리의 마지막 대결 신이 인상적이다.","액션,범죄"
822,스튜던트 서비스,2014-05-30,100000,0.0,10,1.0,프랑스,프랑스,데이지엔터테인먼트,"학비와 생활비를 감당하지 못해 고심 중이던 19살의 여대생 로라는 인터넷에서 즐거운 시간을 함께 할 여학생을 찾고 있다는 중년 남자의 글을 읽게 된다. 1시간에 100유로를 준다는 말에 딱 한 번 만이라는 다짐을 하며 호텔에서 그와 만나는 로라. 하지만 그것은 헤어나올 수 없는 사이클의 시작일 뿐!

프랑스를 충격에 빠뜨린 실화! 그녀의 솔직하고 과감한 이야기가 시작된다!",드라마
822,마지막 떡국열차,2014-01-08,40000,0.0,10,1.0,일본,일본,(유)조이앤컨텐츠그룹,"제 1화
치한수사관 에미는 성범죄 대책팀 일원으로서 자신의 몸을 이용해 밤낮을 가리지 않고 비열한 치한들과 싸우고 있다. 그런 에미에게도 집에 돌아가면 마사키라는 바른 생활 남자친구가 있어 일과 집 모두 알찬 생활을 보내고 있다. 그러나 치한 피해를 당하고 있던 어떤 여대생과의 만남을 계기로 사태는 예상 밖으로 진행 되는데…

제 2화
치한수사관 레이카는 새롭게 성범죄 대책팀에 배속된 신입이다. 이전에 치한 피해를 입었으나 에미에게 도움을 받고 나서 그 모습을 동경, 졸업 후 이 세계에 뛰어들었다. 그렇게 존경하는 선배 밑에서 활기차게 일하는 레이카지만 어떤 치한을 검거하는 과정에서 잘 굴러가던 톱니바퀴에 차질이 생기기 시작하는데...","멜로/로맨스,드라마"
822,소녀의 음란한 밀회,2014-04-29,40000,0.0,10,1.0,일본,일본,(유)조이앤컨텐츠그룹,"부유한 삶을 누리던 유우코는 재미없는 삶으로 인해 방황하며 시간을 보낸다.
어느 날 유우코는 길에서 불량소녀들을 만나 지갑을 빼앗길 위기를 맞이하지만 루미와 그의 친구들 덕에 빠져 나온다. 그 후 유우코는 루미에게서 싸움을 배우고 둘은 친한 친구가 된다. 루미의 애인인 타카시는 유우코가 일하는 술집의 점장으로 있으며 어느 날 둘은 술을 마시다가 취해서 관계를 갖게 되고 가까워진다. 이 사실을 알게 된 루미의 친구 ‘안’이 루미에게 알리면서 둘의 사이는 멀어지는데..","멜로/로맨스,드라마"
822,에리카의 애욕,2014-06-11,40000,0.0,10,1.0,일본,일본,(유)조이앤컨텐츠그룹,"백마 탄 왕자와의 만남을 꿈꾸는 미소녀 에리카, 하지만 현실은 돌아가신 아버지에게 물려받은 영세 운송회사를 직원 한 명과 꾸려나가는 덤프 트럭 운전사이다. 그런 에리카 앞에 어느 날 재벌 2세에 잘생긴 쿄우치라는 남자가 나타난다. 쿄우치의 펑크 난 멋진 스포츠카를 고쳐준 에리카는 그와의 인연을 꿈꾸지만 쿄우치는 고맙단 인사와 함께 떠나버린다. 그러나 얼마 후 우연히 그를 덤프트럭에 태우게 되고 다시 사랑을 예감하는 에리카. 하지만 쿄우치의 진짜 목적을 알게 되고 실망하는데...","멜로/로맨스,드라마"
822,스탠드업,2014-06-19,60000,0.0,10,1.0,멕시코,멕시코,(주)미디어데이,"사춘기 시절, 화장실에서 자위행위를 하며 성에 눈을 뜨고, 이후 빨간 립스틱을 바른 여자를 보면 흥분하는 성적 취향을 갖고 있는 ‘리카르도’. 그는 남부럽지 않을 만큼 방탕한(?) 성생활을 즐기다 빨간 입술의 그녀 ‘블랑카’와 결혼해 1남 1녀를 둔 30대 남자다. 어느 날, 경쟁사의 스카우트를 받아 광고대행사의 광고제작국장 자리로 이직하게 된 그는 계속되는 야근으로 엄청난 업무 스트레스를 받는다. 결국, 건강한 성생활을 즐겼던 그에게 발기부전증세가 찾아와 사랑하는 아내와 섹스를 할 수 없게 되고, 블랑카는 예전처럼 남편 리카르도와의 성생활을 즐기기 위해 여러 가지 방법을 동원해 그곳을 ‘Stand Up’ 시키려 하는데…","코미디,멜로/로맨스"
903,인샬라,2014-08-14,42000,0.0,7,1.0,캐나다,"캐나다,프랑스",오드,"캐나다 출신 여의사 클로이는낮에는 팔레스타인 난민캠프에서 일하고,밤에는 예루살렘의 아파트에서 생활한다.같은 아파트에 사는 이스라엘 여군인 에바와는 절친한 사이다.
매일 검문소를 지나면서, 임시 진료소 환자인 랑드와도 친구가된클로이는랑드의 가족들과도 많은 시간을 보낸다.
우연한 기회에 전쟁의 비인간성과 참상을 보고,두 나라 친구들에게 도움이 되고자 최선을 다하지만, 전쟁과 관련해서는 그들에게 클로이는그저 이방인이다.
클로이는 이 모든 걸 건 위험한 결심을 하면서,비극적인 사건속으로 휘말리게 되는데…",드라마
903,듀크,2014-08-15,42000,0.0,7,1.0,미국,미국,모비딕엔터테인먼트(주),"“내가 이 시대의 진정한 경찰이다!”
존 웨인처럼 영웅이 되고자 했던 남자.

영화 듀크는 고전 서부영화의 현대판 오마주다.
소년원에서 자란 형제는 생존을 위해 그 누구도 믿지 못하게 단련되었다.
그들은 오래된 존 웨인 영화를 보며 소년원 삶의 위안을 삼았고, 존 웨인과 같은 악당을 청소하는
영웅이 되고 싶었다.
웨스트 로스엔젤레스의 지역사회를 위협하는 것들에 대한 거리청소를 하고 싶어하며,
경찰 행세를 한다.
그러나 결국 자신들의 한계를 느끼게 되는데….","액션,범죄"
905,메가포스 군단,2014-11-19,5000,0.0,5,1.0,미국,미국,스크린조이,"가장 강력한 최신형 무기와 정예요원들로 구성된 메가포스군단! 비록 서류에 존재하진 않지만 전 세계 자유진영 지도자들의 아낌없는 지원을 받으며 악의 세력을 처단하고 자유와 정의를 수호하는 것이 그들의 임무다. 메가포스 군단은 번장군의 부탁으로 게레라군을 소탕하는 작전을 수행하게 된다. 하지만 그러던 중 게레라와 산둥공화국이 뒷거래를 하여 메가포스를 위험에 빠뜨렸다는 사실을 알게 되고, 이제 그들의 살길을 도모하는 전투가 시작되는데...","SF,액션"
905,어린 유부녀의 성적유희,2014-11-19,5000,0.0,5,1.0,일본,일본,(유)조이앤컨텐츠그룹,사진작가를 꿈꾸는 신이치와 하즈키는 사랑하는 연인관계였다. 그러나 하즈키는 집안 사정이 어려워지자 돈 많은 사장 유키오와 결혼을 한다. 이에 상처를 입은 신이치는 사진작가의 꿈을 포기하고 방황하다가 여관집 딸 유리를 만나 결혼을 한다. 어느 날 하즈키와 유키오 부부는 신이치와 유리가 운영하는 여관에 온천여행을 온다. 오랜만에 재회하게 된 하즈키와 신이치는 남편과 아내 몰래 새롭게 사랑을 하는데.....,멜로/로맨스
905,레슨 인 러브,2014-06-05,50000,0.0,5,1.0,미국,"미국,영국",(주)토러스엔터테인먼트,"위험한 사건... 치명적 사랑...
모든 것은 그녀의 은밀한 손길에서 시작됐다!

프리랜서 사진작가 ‘캐롤’은 자유분방한 사랑을 즐기는 여인이지만 마음 깊은 곳에는 남몰래 옛 연인 ‘잭’을 담아둔 채 그를 잊지 못하고 자신의 일에 빠져 지낸다. 어느 날, ‘캐롤’은 자신이 촬영한 사진을 현상하던 중 우연히 한 장의 사진 속에 이상한 장면이 찍혀 있음을 보게 되고, 경찰에 사진을 넘겨주며 수상한 사건을 의뢰하게 된다. 그 후, 사건에 휘말리게 된 ‘캐롤’은 이를 계기로 진정으로 사랑했던 ‘잭’과 다시 조우하게 되는데...
이 둘은 위협적인 사건에서 벗어나 다시 뜨겁게 사랑할 수 있을까?",스릴러
905,"금지된 섹스, 스와핑",2014-11-19,5000,0.0,5,1.0,일본,일본,(유)조이앤컨텐츠그룹,"타카시는 아내 사유리가 갈수록 집안 살림만 하는 부엌데기로 느껴져 씁쓸하다.
반면 부부가 모두 타카시의 대학동창인 타케다, 마니미 부부는 학생 때처럼 금슬이 좋다.
타카시가 알아몬 결과 놀랍게도 그 비결은 스와핑이었다. 어느 날 타케다, 마니미 부부가
타카시와 사유리를 집으로 초대해 파티를 여는데 이 자리에서 타카시는 술의 힘을 빌어
아내 사유리가 가정부 같다는 실언을 한다. 충격을 받은 사유리는 동네 아줌마 소개로
스와핑 현장을 참관하게 되고 그곳에서 남편 타카시와 동창 타케다를 만나는데....",멜로/로맨스
909,그 여름의 정사,2014-07-09,30000,0.0,3,1.0,이탈리아,이탈리아,(주)팝엔터테인먼트,"첫 눈에 반해 사랑에 빠진 디노와 안나. 하지만 그들의 사랑방식은 특별하다.
남들과는 다른 독특한 사랑방식에 결국 디노와 안나는 고통에 빠져든다.
홀로 괴로워하던 디노는 안나 대신 처음 보는 여자와의 원나잇으로 마음을 달래고
때로는 다른 부부와의 잠자리로 일탈행위에 나선다.
급기야 디노는 안나의 이전 남자들을 찾아 다니며
안나와 다시 재결합 의사가 있는지 묻고 다니는 기이한 행동을 하기 시작한다.
한편, 디노와의 관계로 상처받은 안나는 고통 속에 하루하루를 견디다
결국 새로운 자극을 위해 은밀한 외출을 준비하는데…",드라마
910,가정부와의 불륜,2014-12-17,14000,0.0,2,1.0,일본,일본,(유)조이앤컨텐츠그룹,"어릴 때 양녀로 들어온 린은 양아버지이자 주인님이기도 한 영감의 혹독한 트레이닝 속에
메이드(하녀)로 자란다. 그러나 말이 하녀이지 그녀가 하는 일은 실로 상상을 불허한다.
노년의 주인에게 죽을 먹일 때도 먼저 자기 입에 넣어 식혔다가 입에서 입으로, 약도
자신의 가슴에 발라 핥게 하는가하면 편안한 수면을 위해 매일 몸을 바치는 일이 반복된다. 그러던 어느 날 연로한 주인은 삶이 얼마 남지 않았다며 린에게 취직을 권하고 죽는다.
세상 물정 모르는 린은 다행히 언제 망할지 모르는 메이드 카페에 일자리를 얻는다.
평생을 익혀온 메이드의 몸가짐과 정성어린 접대로 카페는 일약 만원사례를 이루는데...",멜로/로맨스
910,꽃과 뱀의 비밀정사,2014-11-26,14000,0.0,2,1.0,일본,일본,(유)조이앤컨텐츠그룹,"미사키와 사나에는 어릴 적 친구로 둘 다 꽃꽂이를 하고 있지만 꽃꽂이 대회에서 사나에가 우승을 한다. 뭔가 2% 부족함을 느낀 미사키는 사나에에게 그녀가 배우고 있다는 쿠로다
소우케 선생을 소개해 달라고 부탁한다. 그러나 사나에는 비록 미사키가 친구이지만
라이벌이라고 생각해 미사키의 부탁을 거절했다가 쿠로다 소우케 선생한테 야단을 맞는다. 우여곡절 끝에 쿠로다 소우케 선생에게 꽃꽂이 수업을 받기로 한 미사키는 음란하고
파격적인 쿠로다의 수업에 갈등을 하는데....",멜로/로맨스
910,사이보그프린세스,2014-03-13,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"미래의 세계는 웨스턴 블록과 이스턴 블록으로 분단되어 냉전 중이다. 서로의 동향을 살피기 위해 스파이를 이용한 첩보전으로 긴장이 팽배해져 있는 상황. 그리고 웨스턴 블록의 요원으로 양성된 밀렌은 몸에 기계를 이식한 최강의 사이보그 요원이다. 냉철한 판단력과 뛰어난 전투 능력으로 항상 미션을 성공시키는 밀렌은 과거의 기억이 없다. 오직 이스턴 블록에서 같이 살던 엄마와 남동생에 대한 희미한 추억이 남아있을 뿐. 그러던 어느 날, 그녀는 임무 수행 중에 크리스라는 남자를 만나게 되고, 그의 따뜻한 인간성에 매료되어 자신의 과거를 찾고자 움직이게 된다. 그녀는 자신을 사이보그 요원으로 개조한 클레인 박사에게서 실마리를 얻으려하지만 클레인은 그녀를 도구로만 취급하고, 크리스의 죽음 앞에 괴로움과 슬픔 등 인간적인 감정을 알게 된 밀렌은 과거를 되찾기 위해 클레인 박사가 있는 Keep D로 향한다. 거기에서 충격적인 진실을 알게 되는 밀렌. 사실 크리스는 죽은 줄로만 알았던 자신의 남동생이었고, 그 또한 이스턴 블록에서 요원으로 양성되었던 것. 크리스는 가족의 행복을 부숴버린 냉전 상황에 대한 분노로 이성을 잃은 상태. 그는 엄마를 닮은 사이보그를 만들어 냈고, 클레인 박사와 협력하여 이 세상을 멸망시킨 뒤 다시 새로운 세계를 건설하려는 계획을 가지고 있었던 것이다. 또다시 소중한 사람을 잃는 슬픔으로부터 세상의 사람들을 지키기 위해, 밀렌은 크리스와 엄마를 닮은 사이보그를 죽이고 본부로 돌아간다.",SF
910,재팬아나운서 나나세,2014-03-13,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"매일 실수 연발이지만 항상 밝은 미소를 잃지 않는 여자 아나운서 나나세. 맛집 탐방 프로그램에서 얼결에 저지른 실수로 모두의 주목을 받게 된 그녀를 동료 아나운서들이 곱게 볼 리 없다. 특히 인기도 많고 야망도 크며 좋은 프로그램을 따내기 위해 성상납도 서슴지 않는 우치카와는 그런 나나세가 얄밉기만 하다. 거물 사회자인 이노 칸타의 프로그램에 지명을 받고 들어가게 된 나나세를 향한 동료들의 질투와 시기는 극에 달해 그녀의 대본을 숨기거나 앞에서 대놓고 험담을 하고, 막상 그녀를 지명했다던 이노 칸타는 나나세에게 코멘트를 할 기회를 주지 않는 등, 나나세는 힘들어져만 간다. 그리고 나나세의 연인 토시아키도 나나세가 바빠지면서 힘들어하는 모습에 나나세는 혼란스러울 뿐이다. 그런 그녀를 몰래 불러내 성상납을 요구하는 프로그램 스태프를 밀치고 지쳐 집으로 돌아온 나나세에게, 토시아키는 이노 칸타에 관한 책을 건네며 열심히 해 줄 것을 당부하고, 거기에서 힌트를 얻은 나나세는 대담한 승부에 나선다. 사실 그녀가 아나운서가 되고자 결심한 계기는 토시아키와의 약속에 있었음을 깨달은 나나세는 지지 않는 미소와 타고난 밝음으로 아나운서로서 한 걸음 더 성장한다.",성인물(에로)
910,에너미라인,2014-12-11,14000,0.0,2,1.0,미국,미국,(주)케이알씨지,"모두를 속이고 모든 작전을 성공시켜라!

제 2차 세계대전 직전의 런던 훤칠한 외모와 최고의 실력으로 인정받고 있는 도둑 ‘라시터’에게 정부가 은밀한 임무를 부여한다. 빼앗긴 다이아몬든를 훔쳐와라! 그에게 주어진 시간은 고작 48시간. 다이아몬드 운반원이 ‘카리’에게 접근하여 보관 금고까지 손쉽게 접근하지만 다이아몬드는 그 어디에도 없다. 자신의 생명까지 위험한 상황에 놓인 라시터는 과연 살아 돌아갈 수 있을 것인가…",액션
910,두 자매의 섹스 다이어리,2014-11-27,14000,0.0,2,1.0,일본,일본,(유)조이앤컨텐츠그룹,히라꼬와 하나꼬는 자매지간이자 같은 고등학교 선생으로 근무한다. 하나꼬는 부모가 돌아가신 후 언니인 히라꼬와 형부 노리오의 집에 살면서 형부와 친하게 지낸다. 어느 날 여름방학이 시작되자 학교에서는 5일제 수업으로 인해 방학 때 가정방문을 실시하고 두 자매는 각자 가정방문을 나선다. 히라꼬와 하나꼬는 각각 가정방문을 한 집이 아버지가 술에 취해 성추행을 하려하거나 또는 학교에 나오지 않는 문제아인 은둔형 외톨이가 자기 엄마를 이용해 선생에게 약을 먹여 겁탈을 하는 등 별의별 일을 다 겪는다. 자매는 마음의 충격을 받고 괴로워하는데..,멜로/로맨스
910,라 붐,2013-10-24,14000,0.0,2,24.0,프랑스,프랑스,(주)앤드플러스미디어웍스,"13살 소녀, 낭만의 도시 파리에 오다!
파리로 전학 온 첫 날, 13살 소녀 빅(소피 마르소 분)은 새로운 친구들을 사귀며 즐거운 학교생활을 시작한다. 이제 막 이성에 눈을 뜨기 시작한 소녀들. 잘생긴 학교 선생님부터 학교 인기짱 남학생까지 그들의 이야기만으로도 시간가는 줄을 모른다.

13살 소녀, 첫사랑을 만나다!
어느 날 친구들의 초대로 가게 된 파티에서 잘생긴 친구 마튜(알렉산드르 스텔링 분)를 만나게 된다. 첫눈에 반한 그녀. 마튜는 디스코에 빠져있는 친구들 틈에서 빅에게 헤드폰을 씌워주며 둘만의 로맨틱한 시간을 만든다.

13살 그녀, 사랑이 어렵다!
사랑이 어려운 13살 소녀 빅, 그녀는 고민 끝에 친구처럼 지내는 할머니 푸펫트(故 데니즈 그레이 분)에게 사실을 고백하고 연애코치를 받는다. 첫사랑 그와의 짜릿한 밤을 위해 할머니와 작전을 짜고 드디어 감행하기에 이르는 데…

빛나고 아름다웠던 시절, 모든 것이 서툴지만 행복했던 이들의 사랑 이야기가 지금 시작된다.","드라마,멜로/로맨스,코미디"
910,캠걸,2014-06-12,12000,0.0,2,1.0,이탈리아,이탈리아,(주)액티버스엔터테인먼트,"온라인 섹스가 여성에게 미치는 영향
취업과 경제적 문제로 어려움을 겪던 4명의 여성들이 섹시캠 사이트를 만들어 온라인 섹스 서비스 사업에 뛰어든다.
그러나 고객들의 변태적인 요구와 집착, 사적인 섹스가 일어나 일은 녹록치 않게 되고,
가족과 친구들에게까지 그녀들의 정체가 탄로나면서 점점 위기가 닥쳐오는데...",드라마
910,프라이빗섹스,2014-12-17,14000,0.0,2,1.0,일본,일본,(유)조이앤컨텐츠그룹,"알바로 근근이 살아가는 여주인공 후지노 미키. 그녀의 남자친구는 미키한테 얹혀살며 놀고먹는 게 꿈이다. 콘돔 값이 없어 섹스를 포기할 정도인 미키에게 남자친구는 일당 100만 원짜리 고학력 가정교사를 구한다는 전단지를 내밀고 가보라고 한다. 전문대 졸업인 미키는 동경대 영문학과를 졸업했다고 거짓 이력서를 꾸며 찾아가는데 그녀를 기다리고 있는 건 엄청 크지만 구조가 결함투성이인 집과 묘한 트라우마를 지닌 영특한 재수생 마모루와 이상한 그의 엄마... 미키는 점점 일천한 실력이 드러나고 결국은 마모루에게 사실대로 털어놓고 가정교사를 그만 두려 하지만 마모루는 자신이 비밀을 지켜주겠다며 계속 있어 달라 하고
두 사람은 뜨거워진다.",멜로/로맨스
910,노화위룡,2014-12-24,14000,0.0,2,1.0,홍콩,홍콩,(유)조이앤컨텐츠그룹,전직 경찰 출신인 지량은 자신의 연인 영실의 아버지가 한 순간 사라졌다는 소식을 듣고 영실과 그의 옛 동료와 함께 힘을 모아 아버지 류교수를 찾아 나서고 한편 부잣집 외동딸 리사는 아버지가 가지고 있는 병의 치료제인 금강석모를 손에 넣기 위해 류교수를 찾아가지만 그가 없어진 후 이다. 목적은 다르지만 같은 이유로 이 두 무리는 힘을 모으게 되고 얼마 후 류교수를 납치한 자들이 바로 밀거래 꾼 스티븐이라는 사실을 알게 된다. 각자의 목적을 이루기 위해 이 세 무리는 숨막히는 전투를 벌이게 되는데….,액션
910,라스트건맨,2014-12-23,14000,0.0,2,1.0,미국,미국,스크린조이,"아일랜드 벨파스트. IRA는 자유를 수호하기 위한 군 조직이었지만 마약판매와 테러리스트 훈련을 일삼는 국제 범죄조직으로 변질되었다. 미키는 마약거래를 하던 중, 이유도 없이 장애자를 죽이려던 동료 머서를 죽이게 된다. 조직에게 쫓기게 된 미키는 LA로 가서 새로운 삶을 시작하려 하지만 여자 친구 니나의 오빠 지미로 인해 또다시 마약거래에 연루되어 어쩔 수 없이 지미를 도와주어야 하는 상황에 몰린다. 하지만 일이 해결되기는커녕 점점 더 꼬여가기만 하더니 무자비한 마약거래 조직은 지미와 마약단속반 위장요원까지 죽이게 되고 미키만 겨우 빠져 나온다. 하지만 험난한 미키의 인생은 여기서 그치지 않는다. 죽였다고 믿었던 머서가 LA까지 와서 니나를 납치하고 미키를 부르는데...","액션,범죄"
910,메이드하녀-금단의봉사,2014-03-06,36000,0.0,2,1.0,일본,일본,(주)도키엔터테인먼트,"은둔형 외톨이로 집에 틀어박혀 웹디자인 일로 생계를 꾸려가는 타모츠. 그는 우연한 계기로 출장 방문 메이드 서비스를 이용하게 된다. 사고뭉치지만 미워할 수 없는 귀여운 루미에게 빠져든 그는 매일 그녀를 지명하여 부르게 되고, 아버지와 싸운 후 집을 나와 아르바이트를 시작한 루미도 다정한 타모츠를 좋아하게 된다. 용기를 내어 편지로 고백하는 루미. 그리고 서로의 마음을 확인한 두 사람은 불같은 사랑에 빠지지만, 루미의 아버지가 그녀를 데리러 오는 바람에 1년 동안 생이별을 하게 된다. 그리고 아버지와 약속한 조건을 충족시킨 후 다시 타모츠를 만나러 오는 루미. 두 사람은 사랑의 결실을 맺게 된다. 그리고 루미의 동료인 유카. 그녀는 말상대를 청한 아사누마에게 파견되어 나갔다가 상냥한 아버지 같은 모습의 그에게 반하고 만다. 그가 자신을 그저 딸처럼 귀여워 해 주는 모습에 기쁘면서도 슬픈 유카는 용기를 내어 그에게 사랑을 고백하고 두 사람을 사랑을 나누지만, 아사누마는 그녀에게 사과하며 선을 본다는 것을 알린다. 그래도 단념할 수 없었던 유카는 다시 한 번 용기를 내 고백하고, 그런 그녀의 간절한 마음에 이끌린 아사누마도 드디어 그녀를 받아들인다.",성인물(에로)
